Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Survey on Social Distancing Detection Using Deep Learning,International Conference on Innovative Computing and Communications,,,,10.1007/978-981-16-2597-8_35,Harsh SandesaraKaran ShahPramod Bide,2022,https://link.springer.com/chapter/10.1007/978-981-16-2597-8_35,Conference paper
Development of deep neural network model to predict the compressive strength of FRCM confined columns,Frontiers of Structural and Civil Engineering,,,,10.1007/s11709-022-0880-7,Khuong Le-NguyenQuyen Cao MinhAfaq AhmadLanh Si Ho,2022,https://link.springer.com/article/10.1007/s11709-022-0880-7,Article
A comprehensive model for concrete strength prediction using advanced learning techniques,Discover Applied Sciences,,,,10.1007/s42452-025-07095-x,Sagar DhengareUdaykumar WagheGanesh YenurkarAnjana Shyamala,2025,https://link.springer.com/article/10.1007/s42452-025-07095-x,Article
Performance analysis of electrochemical spark micromilling (ECSMM) process for microchannel fabrication on SiO<sub>2</sub>-reinforced epoxy nanocomposite,Microsystem Technologies,,,,10.1007/s00542-025-05858-5,Kriti SahaiAudhesh Narayan,2025,https://link.springer.com/article/10.1007/s00542-025-05858-5,Article
"A Comprehensive Survey of Hybrid Whale Optimization Algorithm with Long-Short Term Memory: Applications, Improvements, and Future Perspective",Archives of Computational Methods in Engineering,,,,10.1007/s11831-025-10413-6,Mehdi HosseinzadehJawad TanveerAmir Masoud RahmaniMarcia L. BaptistaRamin AbbaszadiFarhad Soleimanian GharehchopoghThantrira PorntaveetusSang-Woong Lee,2025,https://link.springer.com/article/10.1007/s11831-025-10413-6,Article
QUICPot. A HTTP/3 Protocol Honeypot,Innovative Security Solutions for Information Technology and Communications,,,,10.1007/978-3-031-87760-5_15,Maria TeodorBogdan-Costel MocanuCătălin NegruFlorin Pop,2025,https://link.springer.com/chapter/10.1007/978-3-031-87760-5_15,Conference paper
Analyzing and Comparing the Stream Theory: A Review,Nature of Computation and Communication,,,,10.1007/978-3-032-12846-1_6,Dang Van PhamVinh Cong PhanTrong Toan Tran,2026,https://link.springer.com/chapter/10.1007/978-3-032-12846-1_6,Conference paper
A Modular Orthogonal Integration of&#xa0;Operational and&#xa0;Prescriptive Timing Requirements Using TASTD,Formal Methods: Foundations and Applications,,,,10.1007/978-3-032-12086-1_2,Alex Rodrigue NdounaMarc FrappierFrédéric Mallet,2026,https://link.springer.com/chapter/10.1007/978-3-032-12086-1_2,Conference paper
Dynamic Composition and&#xa0;Concurrency in&#xa0;I/O Automata: The Ioa++ Framework,"Intelligent Systems, Blockchain, and Communication Technologies",,,,10.1007/978-3-032-09562-6_13,Sowmith Reddy Thukkani,2025,https://link.springer.com/chapter/10.1007/978-3-032-09562-6_13,Conference paper
Study on material erosion mechanism of ultrasonic vibration-assisted micro-EDM based on heat-flow coupling analysis,The International Journal of Advanced Manufacturing Technology,,,,10.1007/s00170-022-10695-1,Shaojie HouJicheng BaiHuan LiuZimu ZhouZhuang Lu,2022,https://link.springer.com/article/10.1007/s00170-022-10695-1,Article
Generalizing Logical Execution Time,Principles of Systems Design,,,,10.1007/978-3-031-22337-2_8,Edward A. LeeMarten Lohstroh,2022,https://link.springer.com/chapter/10.1007/978-3-031-22337-2_8,Chapter
Accelerating OCaml Programs on FPGA,International Journal of Parallel Programming,,,,10.1007/s10766-022-00748-z,Loïc SylvestreEmmanuel ChaillouxJocelyn Sérot,2023,https://link.springer.com/article/10.1007/s10766-022-00748-z,Article
A cross-sectoral review of the current and potential maintenance strategies for composite structures,SN Applied Sciences,,,,10.1007/s42452-022-05063-3,Javier Contreras LopezJuan ChiachíoAli SalehManuel ChiachíoAthanasios Kolios,2022,https://link.springer.com/article/10.1007/s42452-022-05063-3,Article
Unified verification and monitoring of executable UML specifications,Software and Systems Modeling,,,,10.1007/s10270-021-00923-9,Valentin BesnardCiprian TeodorovFrédéric JouaultMatthias BrunPhilippe Dhaussy,2021,https://link.springer.com/article/10.1007/s10270-021-00923-9,Article
Seismic analysis and probabilistic risk assessment of reinforced concrete buildings: a review and integrated framework,Discover Civil Engineering,,,,10.1007/s44290-026-00574-z,Muhammad AbubakarMuhammad Awaib,2026,https://link.springer.com/article/10.1007/s44290-026-00574-z,Article
Peer-to-peer energy trading in a distribution network considering the impact of short-term load forecasting,Electrical Engineering,,,,10.1007/s00202-023-01793-8,Ashwini D. ManchalwarNita R. PatneB. V. Surya VardhanMohan Khedkar,2023,https://link.springer.com/article/10.1007/s00202-023-01793-8,Article
Towards the Smart Filter,Lightweight Energy,,,,10.1007/978-3-031-08154-5_1,Alessandra ZanelliCarlotta Mazzola,2023,https://link.springer.com/chapter/10.1007/978-3-031-08154-5_1,Chapter
A Survey on End-to-end Perception and Prediction for Autonomous Driving,Machine Intelligence Research,,,,10.1007/s11633-025-1558-0,Yufan HuLonghui HuQingqun KongBin Fan,2025,https://link.springer.com/article/10.1007/s11633-025-1558-0,Article
Interpreting Knowledge-based Programs,Programming Languages and Systems,,,,10.1007/978-3-031-30044-8_10,Alexander KnappHeribert MühlbergerBernhard Reus,2023,https://link.springer.com/chapter/10.1007/978-3-031-30044-8_10,Conference paper
Digital technologies and robotics in mass-timber manufacturing: a systematic literature review on construction 4.0/5.0,Construction Robotics,,,,10.1007/s41693-024-00143-9,Jessica Janeth Cisneros-GonzalezAfia RasoolRafiq Ahmad,2024,https://link.springer.com/article/10.1007/s41693-024-00143-9,Article
Cross-Institutional Collaboration in Argentina Within the Collaborative Network of Remote Laboratories R-Lab,Online Laboratories in Engineering and Technology Education,,,,10.1007/978-3-031-70771-1_30,Federico Gastón LerroGraciela UtgesDiego Christian CaputoSusana Teresa Marchisio,2024,https://link.springer.com/chapter/10.1007/978-3-031-70771-1_30,Chapter
Hardware Implementation of&#xa0;OCaml Using a&#xa0;Synchronous Functional Language,Practical Aspects of Declarative Languages,,,,10.1007/978-3-031-52038-9_10,Loïc SylvestreJocelyn SérotEmmanuel Chailloux,2023,https://link.springer.com/chapter/10.1007/978-3-031-52038-9_10,Conference paper
"Artificial intelligence in additive Manufacturing: advances in smart materials, lattice optimization, and process intelligence",The International Journal of Advanced Manufacturing Technology,,,,10.1007/s00170-026-18072-y,Saqlain ZamanMd Shahjahan MahmudAli Akber MollickTenzin LhadenJoshua DantzlerSabina ArroyoNithin K. GoonaMaisha MesbahMd. Ariful AhsanYirong Lin,2026,https://link.springer.com/article/10.1007/s00170-026-18072-y,Article
Umsetzung,Ganzheitliche Digitalisierung von Prozessen,,,,10.1007/978-3-658-41777-2_7,Matthes ElstermannAlbert FleischmannChristoph MoserStefan OpplWerner SchmidtChristian Stary,2023,https://link.springer.com/chapter/10.1007/978-3-658-41777-2_7,Chapter
Semantic Foundations for Deterministic Dataflow and Stream Processing,Programming Languages and Systems,,,,10.1007/978-3-030-44914-8_15,Konstantinos Mamouras,2020,https://link.springer.com/chapter/10.1007/978-3-030-44914-8_15,Conference paper
Early timing analysis based on scenario requirements and platform models,Software and Systems Modeling,,,,10.1007/s10270-022-01002-3,Jörg HoltmannJulien DeantoniMarkus Fockel,2022,https://link.springer.com/article/10.1007/s10270-022-01002-3,Article
"Machine Learning in Ultra-High-Performance Concrete (UHPC): A Multiscale Review of Applications, Challenges, and Prospects",Archives of Computational Methods in Engineering,,,,10.1007/s11831-026-10494-x,Keat Bin TeohShack Yee HiewNemkumar BanthiaDoo-Yeol Yoo,2026,https://link.springer.com/article/10.1007/s11831-026-10494-x,Article
Integrating micro and nano systems into lightweight structures,Multifunctional Lightweight Structures,,,,10.1007/978-3-662-62217-9_6,Lothar Kroll,2023,https://link.springer.com/chapter/10.1007/978-3-662-62217-9_6,Chapter
Reactors: A Deterministic Model for Composable Reactive Systems,Cyber Physical Systems. Model-Based Design,,,,10.1007/978-3-030-41131-2_4,Marten LohstrohÍñigo Íncer RomeoAndrés GoensPatricia DerlerJeronimo CastrillonEdward A. LeeAlberto Sangiovanni-Vincentelli,2020,https://link.springer.com/chapter/10.1007/978-3-030-41131-2_4,Conference paper
Evaluation of Machining Properties of Short Bamboo Fiber-Based Green Composites Using CNC Drilling Process,Sustainable Machining Strategies for Better Performance,,,,10.1007/978-981-16-2278-6_11,Shubham B. PatilJagadishShailesh VaidyaSatish Kumar Adapa,2022,https://link.springer.com/chapter/10.1007/978-981-16-2278-6_11,Conference paper
RETRACTED ARTICLE: IoT-based smart environment using intelligent intrusion detection system,Soft Computing,,,,10.1007/s00500-021-06028-1,Gauri KalnoorS. Gowrishankar,2021,https://link.springer.com/article/10.1007/s00500-021-06028-1,Article
Shelley: A Framework for&#xa0;Model Checking Call Ordering on&#xa0;Hierarchical Systems,Coordination Models and Languages,,,,10.1007/978-3-031-35361-1_5,Carlos Mão de FerroTiago CogumbreiroFrancisco Martins,2023,https://link.springer.com/chapter/10.1007/978-3-031-35361-1_5,Conference paper
Cyber-physical systems for structural health monitoring: sensing technologies and intelligent computing,The Journal of Supercomputing,,,,10.1007/s11227-021-03875-5,Wael DoghriAhlem SaddoudLamia Chaari Fourati,2021,https://link.springer.com/article/10.1007/s11227-021-03875-5,Article
A service platform for streamlining the production of cyber–physical interactive performance art,Service Oriented Computing and Applications,,,,10.1007/s11761-019-00268-8,Chun-Feng LiaoKung Chen,2019,https://link.springer.com/article/10.1007/s11761-019-00268-8,Article
"Actors Upgraded for&#xa0;Variability, Adaptability, and&#xa0;Determinism",Active Object Languages: Current Research Trends,,,,10.1007/978-3-031-51060-1_9,Ramtin KhosraviEhsan KhamespanahFatemeh GhassemiMarjan Sirjani,2024,https://link.springer.com/chapter/10.1007/978-3-031-51060-1_9,Chapter
Shear Strengthening of Reinforced Concrete T-Beams by Using Fiber-Reinforced Polymer Composites: A Data Analysis,Arabian Journal for Science and Engineering,,,,10.1007/s13369-020-04412-x,Swapnasarit KarK. C. Biswal,2020,https://link.springer.com/article/10.1007/s13369-020-04412-x,Article
Physics-guided deep ensemble and inverse design for sustainable concrete,"Multiscale and Multidisciplinary Modeling, Experiments and Design",,,,10.1007/s41939-025-01154-x,Arvind DewanganNeha SharmaAkanksha KulshreshthaReeta GuliaSumit SainiSagar ParuthiRupesh Kumar Tipu,2026,https://link.springer.com/article/10.1007/s41939-025-01154-x,Article
Modes,Mode-Switching for Resilient Security,,,,10.1007/978-3-658-49306-6_3,Michael Riegler,2025,https://link.springer.com/chapter/10.1007/978-3-658-49306-6_3,Chapter
A Reactive Architectural Proposal for Fog/Edge Computing in the Internet of Things Paradigm with Application in Deep Learning,"Artificial Intelligence, Machine Learning, and Optimization Tools for Smart Cities",,,,10.1007/978-3-030-84459-2_9,Óscar Belmonte-FernándezEmilio Sansano-SansanoSergio TrillesAntonio Caballer-Miedes,2022,https://link.springer.com/chapter/10.1007/978-3-030-84459-2_9,Chapter
Textile- and plastic-based technologies,Multifunctional Lightweight Structures,,,,10.1007/978-3-662-62217-9_5,Lothar Kroll,2023,https://link.springer.com/chapter/10.1007/978-3-662-62217-9_5,Chapter
Recent advances in smart polymers for biomedical applications using additive manufacturing systems,Discover Mechanical Engineering,,,,10.1007/s44245-026-00265-0,Isiaka Oluwole OladeleAdekunle Mathew AjayiQueen Oluwatoyin AdewumiNnabuike Linus OnuhOjo Friday AbrahamAnuoluwapo Samuel TaiwoAbimbola Oluwatayo Orisawayi,2026,https://link.springer.com/article/10.1007/s44245-026-00265-0,Article
RETRACTED ARTICLE: AI-ciphering techniques for connected vehicular Adhoc networks,Multimedia Tools and Applications,,,,10.1007/s11042-023-15642-0,Deepak ChoudharyRoop Pahuja,2023,https://link.springer.com/article/10.1007/s11042-023-15642-0,Article
An SNN-CPG Hybrid Locomotion Control for Biomimetic Robotic Fish,Journal of Intelligent & Robotic Systems,,,,10.1007/s10846-022-01664-7,Ming WangYiyang ZhangJunzhi Yu,2022,https://link.springer.com/article/10.1007/s10846-022-01664-7,Article
Recovery Preparation,Software Design for Resilient Computer Systems,,,,10.1007/978-3-031-55139-0_8,Igor SchagaevThomas Kaegi,2024,https://link.springer.com/chapter/10.1007/978-3-031-55139-0_8,Chapter
Goal-Based Strategy Exploration,Model-Based Engineering of Collaborative Embedded Systems,,,,10.1007/978-3-030-62136-0_9,Patricia Aluko ObeJennifer BringsMarian DaunLinda FeekenElham MirzaeiMartin NeumannJochen NicklesSimon RöselMarkus SauerHolger SchlingloffIngo StierandJan-Stefan Zernickel,2021,https://link.springer.com/chapter/10.1007/978-3-030-62136-0_9,Chapter
Basic Knowledge of Firmware,Internet of Things Security: Principles and Practice,,,,10.1007/978-981-15-9942-2_3,Qinghao TangFan Du,2021,https://link.springer.com/chapter/10.1007/978-981-15-9942-2_3,Chapter
Declarative Stream Runtime Verification (hLola),Programming Languages and Systems,,,,10.1007/978-3-030-64437-6_2,Martín CeresaFelipe GorostiagaCésar Sánchez,2020,https://link.springer.com/chapter/10.1007/978-3-030-64437-6_2,Conference paper
Computers as Interactive Machines: Can We Build an Explanatory Abstraction?,Minds and Machines,,,,10.1007/s11023-023-09624-2,Alice MartinMathieu MagnaudetStéphane Conversy,2023,https://link.springer.com/article/10.1007/s11023-023-09624-2,Article
Specifications and Modeling,Embedded System Design,,,,10.1007/978-3-030-60910-8_2,Peter Marwedel,2021,https://link.springer.com/chapter/10.1007/978-3-030-60910-8_2,Chapter
Time in SCCharts,"Languages, Design Methods, and Tools for Electronic System Design",,,,10.1007/978-3-030-31585-6_1,Alexander Schulz-RosengartenReinhard von HanxledenFrédéric MalletRobert de SimoneJulien Deantoni,2020,https://link.springer.com/chapter/10.1007/978-3-030-31585-6_1,Chapter
Advances in Machine Learning for Predicting Compressive Strength of High-Performance Concrete: A Review,"Iranian Journal of Science and Technology, Transactions of Civil Engineering",,,,10.1007/s40996-026-02188-y,Rupesh Kumar TipuSagar Paruthi,2026,https://link.springer.com/article/10.1007/s40996-026-02188-y,Article
The Integrated Design of Aero-engines and Aero-craft,When AIAA Meets IEEE,,,,10.1007/978-981-19-8394-8_11,Franklin Li Duan,2023,https://link.springer.com/chapter/10.1007/978-981-19-8394-8_11,Chapter
Runtime verification of real-time event streams under non-synchronized arrival,Software Quality Journal,,,,10.1007/s11219-019-09493-y,Martin LeuckerCésar SánchezTorben ScheffelMalte SchmitzAlexander Schramm,2020,https://link.springer.com/article/10.1007/s11219-019-09493-y,Article
Spatial winding: cooperative heterogeneous multi-robot system for fibrous structures,Construction Robotics,,,,10.1007/s41693-020-00036-7,Rebeca Duque EstradaFabian KannenbergHans Jakob WagnerMaria YabloninaAchim Menges,2020,https://link.springer.com/article/10.1007/s41693-020-00036-7,Article
Specification-Based Monitoring in&#xa0;C++,"Leveraging Applications of Formal Methods, Verification and Validation. Verification Principles",,,,10.1007/978-3-031-19849-6_5,Klaus Havelund,2022,https://link.springer.com/chapter/10.1007/978-3-031-19849-6_5,Conference paper
MIMOS: A Deterministic Model for&#xa0;the&#xa0;Design and&#xa0;Update of&#xa0;Real-Time Systems,Coordination Models and Languages,,,,10.1007/978-3-031-08143-9_2,Wang YiMorteza MohaqeqiSusanne Graf,2022,https://link.springer.com/chapter/10.1007/978-3-031-08143-9_2,Conference paper
