database,source_row,source_id,title,authors,normalized_title,normalized_authors,year,doi,publication_title,document_type,url
springer,64,10.1007/978-3-032-06401-1_156,MedScan: An AI-Powered Mobile App Designed to Identify Medications for People with Visual Impairments,Daniela A. AraujoMarcos A. Rubio,medscan an ai powered mobile app designed to identify medications for people with visual impairments,daniela a araujomarcos a rubio,2025,10.1007/978-3-032-06401-1_156,Advances in Bioengineering and Clinical Engineering 2025,Conference paper,https://link.springer.com/chapter/10.1007/978-3-032-06401-1_156
springer,65,10.1007/s41024-026-00838-2,Flexural investigation of precast concrete sandwich panels with removable polymeric shear connectors,Hayder M. AbdzaidAshraf A. Alfeehan,flexural investigation of precast concrete sandwich panels with removable polymeric shear connectors,hayder m abdzaidashraf a alfeehan,2026,10.1007/s41024-026-00838-2,Journal of Building Pathology and Rehabilitation,Article,https://link.springer.com/article/10.1007/s41024-026-00838-2
springer,66,10.1007/s10921-025-01277-8,Quantifying Crack Damage in BFRP-Reinforced Concrete Beams with YOLOv8 and 3D-DIC,Yunqi ZengDong LeiKaiyang ZhouJintao HeZesheng SheYang YuLing LiuKexin Yu,quantifying crack damage in bfrp reinforced concrete beams with yolov8 and 3d dic,yunqi zengdong leikaiyang zhoujintao hezesheng sheyang yuling liukexin yu,2025,10.1007/s10921-025-01277-8,Journal of Nondestructive Evaluation,Article,https://link.springer.com/article/10.1007/s10921-025-01277-8
springer,67,10.1038/s41598-025-15464-0,Deep learning with leagues championship algorithm based intrusion detection on cybersecurity driven industrial IoT systems,Saud S. AlotaibiTurki Ali Alghamdi,deep learning with leagues championship algorithm based intrusion detection on cybersecurity driven industrial iot systems,saud s alotaibiturki ali alghamdi,2025,10.1038/s41598-025-15464-0,Scientific Reports,Article,https://link.springer.com/article/10.1038/s41598-025-15464-0
springer,68,10.1007/978-3-030-96634-8_9,Design and Implementation of Identifying Points on Elliptic Curve Efficiently Using Java,Deepak S. SakkariMohammed Mujeer Ulla,design and implementation of identifying points on elliptic curve efficiently using java,deepak s sakkarimohammed mujeer ulla,2022,10.1007/978-3-030-96634-8_9,Modern Approaches in Machine Learning & Cognitive Science: A Walkthrough,Chapter,https://link.springer.com/chapter/10.1007/978-3-030-96634-8_9
springer,69,10.1007/978-3-031-70648-6_5,Structural Health Monitoring,Sarah Bornemann,structural health monitoring,sarah bornemann,2025,10.1007/978-3-031-70648-6_5,"Development of a Self-Sufficient, Wireless Sensor Node Using the Outer FML Layer as an Antenna",Chapter,https://link.springer.com/chapter/10.1007/978-3-031-70648-6_5
springer,70,10.1007/978-3-031-61531-3_33,Evaluation of Repair Technique Effectiveness for Bridge Barrier/Deck Systems with Glass Fiber Reinforced Polymer Bars Using Mechanics-Based Modeling,Juan Torres AcostaDouglas Tomlinson,evaluation of repair technique effectiveness for bridge barrier deck systems with glass fiber reinforced polymer bars using mechanics based modeling,juan torres acostadouglas tomlinson,2024,10.1007/978-3-031-61531-3_33,"Proceedings of the Canadian Society for Civil Engineering Annual Conference 2023, Volume 11",Conference paper,https://link.springer.com/chapter/10.1007/978-3-031-61531-3_33
springer,71,10.1038/s41598-025-24660-x,Integrated biochar and <i>Lemna minor</i> system for sustainable remediation of Benzophenone-3 from wastewater,Shamika Shantaram SawantVidya Shree BhartiSatya Prakash ShuklaA. K. VermaVinod Kumar YadavSagar Shinde,integrated biochar and lemna minor system for sustainable remediation of benzophenone 3 from wastewater,shamika shantaram sawantvidya shree bhartisatya prakash shuklaa k vermavinod kumar yadavsagar shinde,2025,10.1038/s41598-025-24660-x,Scientific Reports,Article,https://link.springer.com/article/10.1038/s41598-025-24660-x
springer,72,10.1007/s11042-024-19021-1,RETRACTED ARTICLE: Fraud detection and prevention by face recognition with and without mask for banking application,Rajani P.KArti KhapardeVarsha BendreJayashree Katti,retracted article fraud detection and prevention by face recognition with and without mask for banking application,rajani p karti khapardevarsha bendrejayashree katti,2024,10.1007/s11042-024-19021-1,Multimedia Tools and Applications,Article,https://link.springer.com/article/10.1007/s11042-024-19021-1
springer,73,10.1007/s00530-025-02035-6,Wavelet-guided spatial-frequency transformer with physics-based refinement for remote sensing image dehazing,Mengjun MiaoHeming HuangFeipeng Da,wavelet guided spatial frequency transformer with physics based refinement for remote sensing image dehazing,mengjun miaoheming huangfeipeng da,2025,10.1007/s00530-025-02035-6,Multimedia Systems,Article,https://link.springer.com/article/10.1007/s00530-025-02035-6
springer,74,10.1007/s10921-025-01274-x,Vision-Based Damage Detection in CFRP Beams Using Optical Flow and Mahalanobis-Enhanced Deep Learning Models,Kemal HacıefendioğluVolkan KahyaSebahat ŞimşekTunahan Aslan,vision based damage detection in cfrp beams using optical flow and mahalanobis enhanced deep learning models,kemal hacıefendioğluvolkan kahyasebahat şimşektunahan aslan,2025,10.1007/s10921-025-01274-x,Journal of Nondestructive Evaluation,Article,https://link.springer.com/article/10.1007/s10921-025-01274-x
springer,75,10.1007/978-981-95-3221-6_20,"The Physics and Dynamics of Aerosols, Trace Gases and Atmospheric Boundary Layer Over the Eastern Himalayan Region",Arup BorgohainShyam S. KunduArundhati KunduManasi GogoiMukunda M. GogoiBinita PathakNilamoni Barman,the physics and dynamics of aerosols trace gases and atmospheric boundary layer over the eastern himalayan region,arup borgohainshyam s kunduarundhati kundumanasi gogoimukunda m gogoibinita pathaknilamoni barman,2026,10.1007/978-981-95-3221-6_20,Remote Sensing of the North Eastern Himalayan Ecosystem,Chapter,https://link.springer.com/chapter/10.1007/978-981-95-3221-6_20
springer,76,10.1007/978-3-031-67503-4_19,Syntithenai Poiēsis—Perceptual Unified Objects,André Rangel,syntithenai poiēsis perceptual unified objects,andré rangel,2025,10.1007/978-3-031-67503-4_19,"Perspectives on Music, Sound and Musicology II",Chapter,https://link.springer.com/chapter/10.1007/978-3-031-67503-4_19
springer,77,10.1007/978-981-99-9610-0_1,Civil Engineering for Multi-hazard Risk Reduction-An Introduction,K. S. SreekeshavaSreevalsa KolathayarN. Vinod Chandra MenonBhargavi.C,civil engineering for multi hazard risk reduction an introduction,k s sreekeshavasreevalsa kolathayarn vinod chandra menonbhargavi c,2024,10.1007/978-981-99-9610-0_1,Civil Engineering for Multi-Hazard Risk Reduction,Conference paper,https://link.springer.com/chapter/10.1007/978-981-99-9610-0_1
springer,78,10.1007/978-981-99-1125-7_3,Ground Network Security,Jianwei LiuLin BaiChunxiao JiangWei Zhang,ground network security,jianwei liulin baichunxiao jiangwei zhang,2023,10.1007/978-981-99-1125-7_3,Space-Air-Ground Integrated Network Security,Chapter,https://link.springer.com/chapter/10.1007/978-981-99-1125-7_3
springer,79,10.1007/978-3-030-99524-9_21,Automated Translation of Natural Language Requirements to Runtime Monitors,Ivan PerezAnastasia MavridouTom PressburgerAlwyn GoodloeDimitra Giannakopoulou,automated translation of natural language requirements to runtime monitors,ivan perezanastasia mavridoutom pressburgeralwyn goodloedimitra giannakopoulou,2022,10.1007/978-3-030-99524-9_21,Tools and Algorithms for the Construction and Analysis of Systems,Conference paper,https://link.springer.com/chapter/10.1007/978-3-030-99524-9_21
springer,80,10.1007/978-3-031-64608-9_20,Integrating Dual Strengths: A Hybrid Architecture Merging Decentralized Trust with Server-Side Efficiency for Enhanced Secure Transactions,Priya MaliParth ShiroleSandip Shingade,integrating dual strengths a hybrid architecture merging decentralized trust with server side efficiency for enhanced secure transactions,priya maliparth shirolesandip shingade,2024,10.1007/978-3-031-64608-9_20,Computational Science and Its Applications – ICCSA 2024,Conference paper,https://link.springer.com/chapter/10.1007/978-3-031-64608-9_20
springer,81,10.1007/978-3-030-31585-6_9,"Blech, Imperative Synchronous Programming!",Friedrich GretzFranz-Josef Grosch,blech imperative synchronous programming,friedrich gretzfranz josef grosch,2020,10.1007/978-3-030-31585-6_9,"Languages, Design Methods, and Tools for Electronic System Design",Chapter,https://link.springer.com/chapter/10.1007/978-3-030-31585-6_9
springer,82,10.1007/s10921-026-01388-w,"Acoustic Emission-Based Assessment of Damage Evolution in Bridge Systems: Methods, Indicators, and Advances in Structural Mechanics",Sakhiah Abdul KudusMohamad Farid MisnanHussein MuhammadAbdulrahman Mubarak Salem SawahliZakiah AhmadKhairul Anuar Shahid,acoustic emission based assessment of damage evolution in bridge systems methods indicators and advances in structural mechanics,sakhiah abdul kudusmohamad farid misnanhussein muhammadabdulrahman mubarak salem sawahlizakiah ahmadkhairul anuar shahid,2026,10.1007/s10921-026-01388-w,Journal of Nondestructive Evaluation,Article,https://link.springer.com/article/10.1007/s10921-026-01388-w
springer,83,10.1007/978-3-031-98682-6_20,An Intermediate Program Representation for Optimizing Stream-Based Languages,Jan BaumeisterArthur CorrensonBernd FinkbeinerFrederik Scheerer,an intermediate program representation for optimizing stream based languages,jan baumeisterarthur corrensonbernd finkbeinerfrederik scheerer,2025,10.1007/978-3-031-98682-6_20,Computer Aided Verification,Conference paper,https://link.springer.com/chapter/10.1007/978-3-031-98682-6_20
springer,84,10.1007/s41024-025-00771-w,Structural responses of low-strength RC columns made with steel equal angle (SEA),Md. Rabiul AlamAtique Ishrak AnikMd. Zakaria HossainMd. Asirul Hasan Sourav,structural responses of low strength rc columns made with steel equal angle sea,md rabiul alamatique ishrak anikmd zakaria hossainmd asirul hasan sourav,2026,10.1007/s41024-025-00771-w,Journal of Building Pathology and Rehabilitation,Article,https://link.springer.com/article/10.1007/s41024-025-00771-w
springer,85,10.1007/s42107-025-01356-1,A machine learning framework for predicting seismic behavior in elevated reinforced concrete tanks,A. Aziz Al-AyoubiVaratharajan ThirumuruganK. S. Satyanarayanan,a machine learning framework for predicting seismic behavior in elevated reinforced concrete tanks,a aziz al ayoubivaratharajan thirumurugank s satyanarayanan,2025,10.1007/s42107-025-01356-1,Asian Journal of Civil Engineering,Article,https://link.springer.com/article/10.1007/s42107-025-01356-1
springer,86,10.1007/978-3-030-50029-0_3,ARx: Reactive Programming for Synchronous Connectors,José ProençaGuillermina Cledou,arx reactive programming for synchronous connectors,josé proençaguillermina cledou,2020,10.1007/978-3-030-50029-0_3,Coordination Models and Languages,Conference paper,https://link.springer.com/chapter/10.1007/978-3-030-50029-0_3
springer,87,10.1007/s11704-025-41327-y,A survey of testing automated driving system,Zheng LiWentai ZhuHaohui HuangYu WangLinzhang Wang,a survey of testing automated driving system,zheng liwentai zhuhaohui huangyu wanglinzhang wang,2026,10.1007/s11704-025-41327-y,Frontiers of Computer Science,Article,https://link.springer.com/article/10.1007/s11704-025-41327-y
springer,88,10.1007/s40964-025-01257-4,Integration of machine learning and digital twin in additive manufacturing of polymeric-based materials and products,Imran KhanAns Al RashidMuammer Koç,integration of machine learning and digital twin in additive manufacturing of polymeric based materials and products,imran khanans al rashidmuammer koç,2025,10.1007/s40964-025-01257-4,Progress in Additive Manufacturing,Article,https://link.springer.com/article/10.1007/s40964-025-01257-4
springer,89,10.1007/s42979-025-04718-3,Multimodal Transformer Framework for Real-Time Cheating Detection in Online Assessments and E-learning Platforms,Edrees A. Alkinani,multimodal transformer framework for real time cheating detection in online assessments and e learning platforms,edrees a alkinani,2026,10.1007/s42979-025-04718-3,SN Computer Science,Article,https://link.springer.com/article/10.1007/s42979-025-04718-3
springer,90,10.1007/978-3-031-57853-3_39,An Energy Consumption Model to Change the TBFC Model of the IoT,Dilawaer DuolikunTomoya EnokidoMakoto Takizawa,an energy consumption model to change the tbfc model of the iot,dilawaer duolikuntomoya enokidomakoto takizawa,2024,10.1007/978-3-031-57853-3_39,Advanced Information Networking and Applications,Conference paper,https://link.springer.com/chapter/10.1007/978-3-031-57853-3_39
springer,91,10.1007/978-3-030-14805-8_8,Threading the Arduino with Haskell,Mark GrebeAndy Gill,threading the arduino with haskell,mark grebeandy gill,2019,10.1007/978-3-030-14805-8_8,Trends in Functional Programming,Conference paper,https://link.springer.com/chapter/10.1007/978-3-030-14805-8_8
springer,92,10.1007/978-3-030-96634-8_8,Review on Insight into Elliptic Curve Cryptography,Deepak S. SakkariMohammed Mujeer ulla,review on insight into elliptic curve cryptography,deepak s sakkarimohammed mujeer ulla,2022,10.1007/978-3-030-96634-8_8,Modern Approaches in Machine Learning & Cognitive Science: A Walkthrough,Chapter,https://link.springer.com/chapter/10.1007/978-3-030-96634-8_8
springer,93,10.1007/s11831-025-10458-7,Review of Computational Strategies for Drone Design and Development,Akhila Ajith PisharamKesavan KandasamyIndira Prasanth SubramaniamSenthil Kumar SolaiappanBeena Stanislaus ArputharajParvathy RajendranPradesh SakthivelRamya MarananVijayanandh Raja,review of computational strategies for drone design and development,akhila ajith pisharamkesavan kandasamyindira prasanth subramaniamsenthil kumar solaiappanbeena stanislaus arputharajparvathy rajendranpradesh sakthivelramya marananvijayanandh raja,2025,10.1007/s11831-025-10458-7,Archives of Computational Methods in Engineering,Article,https://link.springer.com/article/10.1007/s11831-025-10458-7
